CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits
104,OC(=O)C1=C(O)C=CC(=C1)[S+](O)([O-])=O.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(Cl)C=CC(O)=C4C(=O)C3=C(O)[C@@]2(O)C(=O)C(C(N)=O)=C1O,695.05,C29H27ClN2O14S,NCGC00017134-08,NCATS,0,
105,CN1C[C@@H](C[C@H]2[C@H]1Cc1cnc3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,582.68,C33H36N5O5,NCGC00017400-10,NCATS,1,NCGC00017400-10
106,Oc1c(I)cc(I)c2cccnc12,396.95,C9H5I2NO,NCGC00018098-07,NCATS,3,"NCGC00018098-07,NCGC00018098-07,NCGC00018098-07"
107,Cl.Nc1ccc(\\N=N\\c2ccccc2)c(N)n1,249.7,C11H12ClN5,NCGC00018130-09,NCATS,2,"NCGC00018130-09,NCGC00018130-09"
108,CS(O)(=O)=O.COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,547.58,C24H29N5O8S,NCGC00018158-09,NCATS,1,NCGC00018158-09
109,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,356.04,C12H6Cl4O2S,NCGC00018163-10,NCATS,4,"NCGC00018163-10,NCGC00018163-10,CHEMBL290106,CHEMBL290106"
110,O[N+]([O-])=O.Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,460.75,C18H16Cl3N3O3S,NCGC00018250-06,NCATS,1,NCGC00018250-06
111,c1cn(cn1)C(c1ccccc1)c1ccc(cc1)-c1ccccc1,310.4,C22H18N2,NCGC00018254-08,NCATS,2,"NCGC00018254-08,Bifonazole"
112,O[N+]([O-])=O.Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,444.69,C18H16Cl3N3O4,NCGC00018258-10,NCATS,2,"NCGC00018258-10,NCGC00018258-10"
113,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=NC=N3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,705.64,C35H38Cl2N8O4,NCGC00018268-08,NCATS,4,"NCGC00018268-05,NCGC00018268-05,NCGC00018268-14,NCGC00018268-08"
114,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,502.58,C28H35FO7,NCGC00021193-03,NCATS,0,
115,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,376.45,C20H28N2O5,NCGC00021569-09,NCATS,6,"NCGC00021569-09,NCGC00021569-08,NCGC00021569-09,NCGC00021569-08,NCGC00021569-09,Enalapril"
116,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,654.61,C32H40BrN5O5,NCGC00024584-17,NCATS,1,Bromocriptine
117,O.O.O.C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O.C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,476.48,C20H32N2O11,NCGC00024667-14,NCATS,2,"NCGC00024667-14,NCGC00024667-14"
118,CC1=CC(=CC=C1\\N=N\\C1=C(O)C2=C(C=C1)C(=CC(=C2N)S([O-])(=O)=O)S([O-])(=O)=O)C1=CC(C)=C(C=C1)\\N=N\\C1=C(O)C2=C(N)C(=CC(=C2C=C1)S([O-])(=O)=O)S([O-])(=O)=O,868.84,C34H24N6O14S4,NCGC00024822-03,NCATS,1,NCGC00024822-03
119,OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,563.65,C32H37NO8,NCGC00024928-23,NCATS,4,"NCGC00024928-23,CHEMBL786,CHEMBL786,CHEMBL786"
120,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,531.43,C26H28Cl2N4O4,NCGC00025000-14,NCATS,1,NCGC00025000-08
121,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C,429.6,C29H35NO2,NCGC00025179-12,NCATS,1,NCGC00025179-12
122,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31,267.33,C17H17NO2,NCGC00025349-05,NCATS,1,NCGC00025349-05
123,CO[C@H]1\\C=C\\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\\C(C)=C\\C=C\\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21,847.02,C46H62N4O11,NCGC00090762-11,NCATS,1,NCGC00090762-03
124,CS(O)(=O)=O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,663.89,C33H49N3O7S2,NCGC00090782-06,NCATS,3,"NCGC00090782-06,CHEMBL1205,CHEMBL1205"
125,[Cl-].CN(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccc(cc1)N(C)C,407.99,C25H30ClN3,NCGC00091112-09,NCATS,1,NCGC00091112-09
126,N1c2ccccc2Sc2ccccc12,199.27,C12H9NS,NCGC00091146-08,NCATS,9,"NCGC00091146-04,NCGC00091146-04,NCGC00091146-04,NCGC00091146-08,NCGC00091146-04,NCGC00091146-04,NCGC00091146-04,NCGC00091146-04,NCGC00091146-08"
127,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,406.89,C13H6Cl6O2,NCGC00091195-08,NCATS,4,"NCGC00091195-08,CHEMBL496,CHEMBL496,CHEMBL496"
128,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c(nc5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1,607.68,C33H39N2O9,NCGC00091250-12,NCATS,1,NCGC00091250-12
129,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,460.44,C22H24N2O9,NCGC00091268-12,NCATS,2,"NCGC00091268-11,NCGC00091268-11"
130,Oc1cccc2Cc3cccc(O)c3C(=O)c12,226.23,C14H10O3,NCGC00091330-07,NCATS,2,"NCGC00091330-07,NCGC00091330-07"
131,Cl.C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O,533.96,C26H28ClNO9,NCGC00093976-08,NCATS,0,
132,CN(C)C1=CC=C2C(C=CC(\\C=C\\C3=C(C)N(C(C)=C3)C3=CC=CC=C3)=[N+]2C)=C1.OC(=O)C1=CC2=CC=CC=C2C(CC2=C(O)C(=CC3=CC=CC=C23)C([O-])=O)=C1O,769.9,C49H43N3O6,NCGC00094772-04,NCATS,0,
133,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,776.87,C15H11I4NO4,NCGC00094852-04,NCATS,0,
134,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]1CC[C@](O)(CC)[C@H](C)O1)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCC1=C(C([O-])=O)C(O)=C(C)C=C1,589.79,C34H53O8,NCGC00095029-08,NCATS,1,NCGC00095029-08
135,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCc1nn(C)c2c1N=C(NC2=O)c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1,666.7,C28H38N6O11S,NCGC00095099-05,NCATS,1,NCGC00095099-05
136,COC(=O)Nc1nc2ccc(cc2n1)S(=O)c1ccccc1,314.34,C15H12N3O3S,NCGC00095157-05,NCATS,1,NCGC00095157-05
137,CO\\N=C(/C(=O)N[C@H]1[C@H]2SCC(\\C=C/C3=C(C)N=CS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C1=CSC(N)=N1,620.71,C25H28N6O7S3,NCGC00095175-08,NCATS,1,NCGC00346562-01
138,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,240.21,C14H8O4,NCGC00095227-06,NCATS,1,NCGC00095227-06
139,Oc1c(Cl)cc(Cl)c2cccnc12,214.05,C9H5Cl2NO,NCGC00095264-04,NCATS,4,"NCGC00095264-04,NCGC00095264-04,NCGC00095264-04,NCGC00095264-05"
140,CC(C)c1ccc(C)c2ccc(C)c2c1,198.31,C15H18,NCGC00095836-05,NCATS,2,"NCGC00095836-05,NCGC00095836-05"
141,O.CC(O)C(O)=O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,361.4,C18H23N3O5,NCGC00096056-02,NCATS,1,NCGC00096056-02
142,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\\C(C)=C\\CC1=C(C)C(=O)c2ccccc2C1=O,450.71,C31H46O2,NCGC00159423-03,NCATS,2,"NCGC00159423-03,NCGC00159423-03"
143,CC(C)=CCOc1ccc(\\C=C\\C(=O)c2ccc(OCC=C(C)C)cc2OCC(O)=O)cc1,450.53,C27H30O6,NCGC00159481-03,NCATS,2,"NCGC00159481-03,Compound#10 2 (Sofalcone)"
144,[O-]C(=O)C1=C(C(Cl)=C(Cl)C(Cl)=C1Cl)C1=C2C=C(I)C(=O)C(I)=C2OC2=C1C=C(I)C([O-])=C2I,971.65,C20H2Cl4I4O5,NCGC00159508-04,NCATS,2,"NCGC00159508-04,NCGC00159508-05"
145,CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=CC=CC=C2O1,518.09,C17H12I2O3,NCGC00160408-06,NCATS,2,"NCGC00160408-03,NCGC00160408-03"
146,CC1=CC(NC2=CC=CC=C2C(O)=O)=CC=C1Cl,261.71,C14H12ClNO2,NCGC00160431-02,NCATS,0,
147,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,338.44,C19H30O5,NCGC00160514-02,NCATS,2,"NCGC00160514-02,NCGC00160514-03"
148,CN(C)CCOC1=CC=C(C=C1)C(=C(\\CCCl)C1=CC=CC=C1)\\C1=CC=CC=C1,405.97,C26H28ClNO,NCGC00160530-13,NCATS,3,"NCGC00160530-03,CHEMBL1655,CHEMBL1655"
149,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,290.4,C18H26O3,NCGC00160623-04,NCATS,2,"NCGC00160623-04,NCGC00160623-04"
150,COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC,369.43,C19H23N5O3,NCGC00161419-07,NCATS,4,"NCGC00161419-03,CHEMBL119,CHEMBL119,Trimetrexate"
151,Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O,441.54,C24H27NO5S,NCGC00161599-09,NCATS,4,"NCGC00161599-09,NCGC00161599-11,NCGC00161599-09,NCGC00161599-11"
152,COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c6OCOc6cc6CCN(C)[C@@H](Cc7ccc(Oc1c2)cc7)c56)cc34,606.72,C37H38N2O6,NCGC00161621-03,NCATS,11,"NCGC00161621-13,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,CHEMBL449782,Cepharanthine,CHEMBL449782"
153,COC1=C(C)C(C)=C(\\C=C\\C(\\C)=C\\C=C\\C(\\C)=C\\C(O)=O)C(C)=C1,326.44,C21H26O3,NCGC00163127-04,NCATS,2,"NCGC00163127-05,NCGC00163127-05"
154,CO\\N=C1\\C[C@]2(C[C@@H]3C[C@@H](C\\C=C(C)\\C[C@@H](C)\\C=C\\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@@H]([C@H]1C)C(\\C)=C\\C(C)C,639.83,C37H53NO8,NCGC00163732-03,NCATS,0,
155,CCN(CC)CCOc1ccc(cc1)C(=C(Cl)c1ccccc1)c1ccccc1,405.97,C26H28ClNO,NCGC00164385-05,NCATS,3,"NCGC00164385-05,CHEMBL2355051,CHEMBL2355051"
156,COc1cc(ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12)C(=O)NS(=O)(=O)c1ccccc1C,575.68,C31H33N3O6S,NCGC00164547-06,NCATS,4,"NCGC00164547-06,NCGC00164547-06,NCGC00164547-06,Zafirlukast"
157,[Na+].CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC([O-])=O)CC1)c1cccc(\\C=C\\c2ccc3ccc(Cl)cc3n2)c1,608.17,C35H35ClNNaO3S,NCGC00164568-04,NCATS,2,"NCGC00164568-04,NCGC00164568-04"
158,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2O,440.41,C23H31Cl2NO3,NCGC00164581-02,NCATS,1,NCGC00164581-02
159,COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1[N+]([O-])=O)C(=O)OCC(C)C,388.42,C20H24N2O6,NCGC00164633-02,NCATS,1,NCGC00164633-02
160,CC1=CC(=CC=C1N)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1,301.39,C20H19N3,NCGC00166015-02,NCATS,0,
161,OS(O)(=O)=O.Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1,516.58,C26H24N6O4S,NCGC00166245-04,NCATS,1,CHEMBL465704
162,CN(C)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](C)C)C1=C2C=CC(=CC2=CC(=C1O)S([O-])(=O)=O)S([O-])(=O)=O,553.62,C27H25N2O7S2,NCGC00166248-03,NCATS,0,
163,Oc1c(I)cc2c(Oc3c(I)c(O)c(I)cc3C22OC(=O)c3ccccc23)c1I,835.9,C20H8I4O5,NCGC00166249-03,NCATS,1,NCGC00166249-03
164,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,663.07,C22H14Cl2I2N2O2,NCGC00166312-02,NCATS,2,"NCGC00166312-02,NCGC00166312-02"
165,Clc1sccc1COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,387.7,C16H13Cl3N2OS,NCGC00167430-04,NCATS,2,"NCGC00167430-03,NCGC00167430-04"
166,CC(C)OC(=O)C1=C(C)NC(N)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1,582.66,C33H34N4O6,NCGC00167436-02,NCATS,1,NCGC00167436-02
167,COc1ccc(cc1)C1=CC(=S)SS1,240.35,C10H8OS3,NCGC00167471-02,NCATS,1,NCGC00167471-02
168,CCCCN(CCCC)CC(O)c1cc(Cl)cc2\\C(=C/c3ccc(Cl)cc3)c3cc(Cl)ccc3-c12,528.94,C30H32Cl3NO,NCGC00167490-03,NCATS,2,"NCGC00167490-02,NCGC00167490-03"
169,Cl.COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(c1ccccc1)c1ccccc1,648.2,C36H42ClN3O6,NCGC00167492-03,NCATS,1,NCGC00167492-03
170,Cl.Cl.COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,683.63,C35H40Cl2N4O6,NCGC00167493-04,NCATS,3,"NCGC00167493-04,NCGC00167493-04,NCGC00167493-04"
171,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,319.85,C16H18ClN3S,NCGC00167496-03,NCATS,1,Methylene blue
172,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=CC=CC(O)=C1C3=O,811.88,C42H53NO15,NCGC00167503-02,NCATS,1,NCGC00167503-02
173,OS(O)(=O)=O.OC(CNCCCCCCNCC(O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,518.58,C22H34N2O10S,NCGC00167522-02,NCATS,2,"NCGC00167522-02,NCGC00167522-02"
174,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(=O)CCC(O)=O)=C(C)C(C)=C2O1,530.79,C33H54O5,NCGC00167561-03,NCATS,0,
175,CC(CC1=CC(C)=CC(=O)N1O)CC(C)(C)C,237.34,C14H23NO2,NCGC00167586-03,NCATS,0,
176,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@H]6CCCCO6)[C@H](C)O5)C4=C3O)C(=O)CO)C(=O)C2=CC=C1,627.64,C32H37NO12,NCGC00167982-04,NCATS,1,NCGC00167982-02
177,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c(nc5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1,577.65,C32H37N2O8,NCGC00168786-02,NCATS,0,
178,[Cl-][Pt]1([Cl-])NCCN1,324.07,C2H6Cl2N2Pt,NCGC00178241-04,NCATS,2,"NCGC00178241-04,NCGC00178241-04"
179,[Cl-].Nc1ccc2cc3ccc(N)cc3nc2c1.C[n+]1c2cc(N)ccc2cc2ccc(N)cc12,468.99,C27H25ClN6,NCGC00178831-03,NCATS,0,
180,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O,463.55,C22H29N3O6S,NCGC00179290-03,NCATS,2,"NCGC00179290-03,NCGC00179290-03"
181,Cl.CN(C\\C=C\\c1ccccc1)Cc1cccc2ccccc12,323.86,C21H22ClN,NCGC00179332-03,NCATS,1,NCGC00179332-03
182,Cl.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4cccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O,478.88,C22H23ClN2O8,NCGC00179358-04,NCATS,2,"NCGC00179358-04,NCGC00179358-04"
183,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,521.43,C27H30Cl2O6,NCGC00179578-03,NCATS,1,NCGC00179578-04
184,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,244.31,C10H16N2O3S,NCGC00179580-04,NCATS,2,"NCGC00179580-04,NCGC00179580-04"
185,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\\C=C\\C1=CC(OC)=C(OC)C(OC)=C1,634.73,C35H42N2O9,NCGC00179585-04,NCATS,1,NCGC00179585-04
186,CCOC(=O)OC1=C(OC)C=C(C=C1OC)C(=O)O[C@@H]1C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC,666.72,C35H42N2O11,NCGC00179590-04,NCATS,0,
187,O[N+]([O-])=O.Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,474.78,C19H18Cl3N3O3S,NCGC00179596-03,NCATS,1,NCGC00179596-03
188,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,416.12,C18H14Cl4N2O,NCGC00179642-03,NCATS,2,"NCGC00179642-03,NCGC00179642-04"
189,O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1,636.47,C27H24O18,NCGC00179867-02,NCATS,0,
190,Clc1ccc(\\C=N\\NC(=N)N\\N=C/c2ccc(Cl)cc2)cc1,334.2,C15H13Cl2N5,NCGC00181026-02,NCATS,1,NCGC00181026-02
191,CCN1\\C(SC2=C1C=CC=C2)=C\\C=C\\C=C\\C1=[N+](CC)C2=C(S1)C=CC=C2,391.57,C23H23N2S2,NCGC00181104-04,NCATS,1,NCGC00181104-04
192,Cl.O[C@@H]1CCCN[C@H]1CC(=O)CN1C=Nc2cc(Br)c(Cl)cc2C1=O,451.14,C16H18BrCl2N3O3,NCGC00181132-01,NCATS,0,
193,[O-][N+](=O)c1c(Cl)cccc1-c1cncc1Cl,256.06,C10H5Cl2N2O2,NCGC00181136-01,NCATS,0,
194,CO[C@@H](C1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,"1,085.16",C52H76O24,NCGC00181319-01,NCATS,0,
195,CC(C)=CCC\\C(C)=C\\CC\\C(C)=C\\CC\\C(C)=C\\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,444.66,C31H40O2,NCGC00181325-03,NCATS,0,
196,O.CS(O)(=O)=O.C[C@H]1NCc2cc(ccc12)-c1ccc2C(=O)C(=CN(C3CC3)c2c1OC(F)F)C(O)=O,540.53,C24H26F2N2O8S,NCGC00181770-02,NCATS,2,"NCGC00181770-02,NCGC00181770-02"
197,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,240.26,C15H12O3,NCGC00181774-02,NCATS,2,"NCGC00181774-02,NCGC00181774-02"
198,[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,305.82,C15H16ClN3S,NCGC00181775-02,NCATS,1,NCGC00181775-02
199,Fc1ccc(cc1)-n1cc(C2CCN(CCN3CCNC3=O)CC2)c2cc(Cl)ccc12,440.95,C24H26ClFN4O,NCGC00181782-03,NCATS,1,CHEMBL12713
200,COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1[N+]([O-])=O)C(=O)OCC(C)=O,388.38,C19H20N2O7,NCGC00182054-03,NCATS,1,NCGC00182054-03
201,CC(O)=O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,530.66,C32H38N2O5,NCGC00182055-03,NCATS,2,"NCGC00182055-02,NCGC00182055-02"
202,CC(C)C(C)\\C=C\\[C@@H](C)[C@H]1CC[C@H]2\\C(CCC[C@]12C)=C\\C=C1/CC(=C)[C@@H](O)C[C@@H]1O,412.66,C28H44O2,NCGC00182058-01,NCATS,0,
203,CCOC(=O)Cn1cccc1-c1nc(c(s1)-c1ccc(OC)cc1)-c1ccc(OC)cc1,448.54,C25H24N2O4S,NCGC00182996-01,NCATS,1,NCGC00182996-01
204,Fc1ccccc1C1=N[C@H](NC(=O)c2cc3ccccc3n2)C(=O)N2CCc3cccc1c23,437.45,C26H18FN4O2,NCGC00183009-01,NCATS,3,"NCGC00183009-01,NCGC00183009-01,NCGC00183009-01"
205,Oc1cccc(c1)-c1c2CCc(n2)c(-c2cccc(O)c2)c2ccc(n2)c(c2C=Cc(n2)c(-c2cccc(O)c2)c2ccc1n2)-c1cccc(O)c1,678.75,C44H30N4O4,NCGC00183015-01,NCATS,0,
206,[Cl-].CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(Cc1cccc[n+]1CC)C(=O)c1ccccc1OC)OC,861.56,C46H73ClN4O9,NCGC00183020-01,NCATS,1,NCGC00183020-01
207,Cl.CC\\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1,604.09,C23H30ClN5O8S2,NCGC00183096-01,NCATS,4,"NCGC00183048-01,NCGC00183048-01,NCGC00183048-01,NCGC00183096-01"
208,Cl.COc1cc2nc(C)c(CCN3CCN(CC3)c3ccccc3)c2cc1OC,414.95,C23H29ClN3O2,NCGC00183866-01,NCATS,0,
209,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)[C@H](OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)[C@@H](OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)[C@@H]1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1,"1,701.21",C76H52O46,NCGC00186054-01,NCATS,3,"NCGC00186054-01,NCGC00186054-01,CHEMBL506247"
210,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12,556.76,C31H44N2O5S,NCGC00188863-02,NCATS,4,"NCGC00188863-01,CHEMBL184412,Dronedarone,DRONEDARONE"
211,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12,515.62,C32H29N5O2,NCGC00238452-03,NCATS,4,"NCGC00238452-02,NCGC00238452-03,NCGC00238452-02,NCGC00238452-03"
212,CCC(O)(CC)\\C=C\\C=C\\[C@@H](C)[C@H]1CC[C@H]2\\C(CCCC12C)=C\\C=C1/C[C@@H](O)C[C@H](O)C1=C,454.69,C30H46O3,NCGC00242511-03,NCATS,1,NCGC00242511-02
213,CC(CN1c2ccccc2Sc2ccc(cc12)S(=O)(=O)N(C)C)N(C)C,391.55,C19H25N3O2S2,NCGC00249414-01,NCATS,0,
214,Cc1ncnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O,292.36,C18H18N3O,NCGC00249415-01,NCATS,0,
215,C\\C(=C(\\OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,423.72,C20H17Cl3N2O2,NCGC00249921-01,NCATS,1,NCGC00249921-01
216,CCCCCOc1ccccc1\\C(=C/SC)n1ccnc1,302.44,C17H22N2OS,NCGC00249929-01,NCATS,0,
217,CCC[S+]([O-])(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C1F,489.92,C23H18ClF2N3O3S,NCGC00250399-08,NCATS,1,NCGC00250399-01
218,CN1C=NC=C1[C@@](N)(C1=CC=C(Cl)C=C1)C1=CC=C2N(C)C(=O)C=C(C3=CC=CC(Cl)=C3)C2=C1,489.4,C27H22Cl2N4O,NCGC00250406-02,NCATS,0,
