CdId,SMILES,Mol Weight,Formula,Source Identifier,Source,Overlap count,Overlap hits,GroupID
10967,OC(=O)c1ccccc1-c1ccc(cc1)C(F)(F)F,266.22,C14H9F3O2,NCGC00166227-02,NCATS,1,NCGC00166227-02,2369
4767,CC(=O)Oc1ccc(C)cc1,150.18,C9H10O2,NCGC00166232-02,NCATS,1,NCGC00166232-02,2370
10968,CC(=O)Oc1ccc(C)cc1,150.18,C9H10O2,NCGC00166232-02,NCATS,1,NCGC00166232-02,2370
4768,OCc1ccc[n+]([O-])c1,125.13,C6H7NO2,NCGC00166237-02,NCATS,1,NCGC00166237-02,2371
10969,OCc1ccc[n+]([O-])c1,125.13,C6H7NO2,NCGC00166237-02,NCATS,1,NCGC00166237-02,2371
4770,NNC(=O)CC#N,99.09,C3H5N3O,NCGC00166240-02,NCATS,1,NCGC00166240-02,2372
10971,NNC(=O)CC#N,99.09,C3H5N3O,NCGC00166240-02,NCATS,1,NCGC00166240-02,2372
4771,Cc1ccc(O)c(c1)-n1nc2ccccc2n1,225.25,C13H11N3O,NCGC00166243-03,NCATS,1,NCGC00166243-03,2373
10972,Cc1ccc(O)c(c1)-n1nc2ccccc2n1,225.25,C13H11N3O,NCGC00166243-03,NCATS,1,NCGC00166243-03,2373
4772,CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O,244.22,C10H13FN2O4,NCGC00166256-02,NCATS,1,NCGC00166256-02,2374
10974,CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O,244.22,C10H13FN2O4,NCGC00166256-02,NCATS,1,NCGC00166256-02,2374
4773,CC(C)CCOC(=O)c1ccc(cc1)N(C)C,235.33,C14H21NO2,NCGC00166258-02,NCATS,1,NCGC00166258-02,2375
10975,CC(C)CCOC(=O)c1ccc(cc1)N(C)C,235.33,C14H21NO2,NCGC00166258-02,NCATS,1,NCGC00166258-02,2375
4774,Cc1cc(c(O)c(c1)C(C)(C)C)-n1nc2ccc(Cl)cc2n1,315.8,C17H18ClN3O,NCGC00166260-03,NCATS,1,NCGC00166260-03,2376
10977,Cc1cc(c(O)c(c1)C(C)(C)C)-n1nc2ccc(Cl)cc2n1,315.8,C17H18ClN3O,NCGC00166260-03,NCATS,1,NCGC00166260-03,2376
4775,O=C1NC(=O)c2ccccc2O1,163.13,C8H5NO3,NCGC00166265-02,NCATS,1,NCGC00166265-02,2377
10979,O=C1NC(=O)c2ccccc2O1,163.13,C8H5NO3,NCGC00166265-02,NCATS,1,NCGC00166265-02,2377
4792,Cl.Cn1cc(C(=O)[C@@H]2CCc3ncnc3C2)c2ccccc12,314.79,C17H17ClN3O,NCGC00167437-02,NCATS,1,NCGC00167437-02,2378
11006,Cl.Cn1cc(C(=O)[C@@H]2CCc3ncnc3C2)c2ccccc12,314.79,C17H17ClN3O,NCGC00167437-02,NCATS,1,NCGC00167437-02,2378
4814,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,557.84,C34H57N2O4,NCGC00167467-04,NCATS,1,NCGC00167467-04,2379
11028,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,557.84,C34H57N2O4,NCGC00167467-04,NCATS,1,NCGC00167467-04,2379
4820,CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnnn1,439.45,C24H19N6O3,NCGC00167474-04,NCATS,1,NCGC00167474-04,2380
11034,CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnnn1,439.45,C24H19N6O3,NCGC00167474-04,NCATS,1,NCGC00167474-04,2380
4822,Cl.CCN(CC)C(C)C(=O)c1ccccc1,241.76,C13H20ClNO,NCGC00167475-02,NCATS,1,NCGC00167475-02,2381
11035,Cl.CCN(CC)C(C)C(=O)c1ccccc1,241.76,C13H20ClNO,NCGC00167475-02,NCATS,1,NCGC00167475-02,2381
4823,C[C@H](O)[C@H]1[C@@H]2[C@H](C)C(S[C@@H]3CN[C@H](CN[S+](N)([O-])=O)C3)=C(N2C1=O)C(O)=O,420.5,C15H24N4O6S2,NCGC00167485-02,NCATS,2,"NCGC00167485-02,NCGC00167485-02",2382
4824,C[C@H](O)[C@H]1[C@@H]2[C@H](C)C(S[C@@H]3CN[C@H](CN[S+](N)([O-])=O)C3)=C(N2C1=O)C(O)=O,420.5,C15H24N4O6S2,NCGC00167485-02,NCATS,2,"NCGC00167485-02,NCGC00167485-02",2382
11036,C[C@H](O)[C@H]1[C@@H]2[C@H](C)C(S[C@@H]3CN[C@H](CN[S+](N)([O-])=O)C3)=C(N2C1=O)C(O)=O,420.5,C15H24N4O6S2,NCGC00167485-02,NCATS,2,"NCGC00167485-02,NCGC00167485-02",2382
4829,CS(O)(=O)=O.CCCCc1ncc(\\C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O,520.62,C24H28N2O7S2,NCGC00167505-02,NCATS,1,NCGC00167505-02,2383
11050,CS(O)(=O)=O.CCCCc1ncc(\\C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O,520.62,C24H28N2O7S2,NCGC00167505-02,NCATS,1,NCGC00167505-02,2383
4832,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,288.48,C20H32O,NCGC00167514-02,NCATS,1,NCGC00167514-02,2384
11057,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,288.48,C20H32O,NCGC00167514-02,NCATS,1,NCGC00167514-02,2384
4833,OC(=O)CCn1c2CC[C@H](Cc2c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,416.47,C21H21FN2O4S,NCGC00167519-02,NCATS,1,NCGC00167519-02,2385
11059,OC(=O)CCn1c2CC[C@H](Cc2c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,416.47,C21H21FN2O4S,NCGC00167519-02,NCATS,1,NCGC00167519-02,2385
4834,OC(=O)CCN1C2=C(C[C@@H](CC2)N[S+]([O-])(=O)C2=CC=C(F)C=C2)C2=CC=CC=C12,416.47,C21H21FN2O4S,NCGC00167519-04,NCATS,2,"NCGC00167519-07,NCGC00167519-04",2386
11060,OC(=O)CCN1C2=C(C[C@@H](CC2)N[S+]([O-])(=O)C2=CC=C(F)C=C2)C2=CC=CC=C12,416.47,C21H21FN2O4S,NCGC00167519-04,NCATS,2,"NCGC00167519-04,NCGC00167519-07",2386
4835,OC(=O)CCN1C2=C(C[C@@H](CC2)N[S+]([O-])(=O)C2=CC=C(F)C=C2)C2=CC=CC=C12,416.47,C21H21FN2O4S,NCGC00167519-07,NCATS,2,"NCGC00167519-04,NCGC00167519-04",2386
4840,CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1,317.52,C21H35NO,NCGC00167524-02,NCATS,3,"NCGC00167524-03,NCGC00167524-02,NCGC00167524-03",2387
11065,CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1,317.52,C21H35NO,NCGC00167524-02,NCATS,3,"NCGC00167524-02,NCGC00167524-03,NCGC00167524-03",2387
4841,CCC(C)(C)C1=CC=C(CC(C)CN2C[C@H](C)O[C@H](C)C2)C=C1,317.52,C21H35NO,NCGC00167524-03,NCATS,3,"NCGC00167524-02,NCGC00167524-02,NCGC00167524-03",2387
11066,CCC(C)(C)C1=CC=C(CC(C)CN2C[C@H](C)O[C@H](C)C2)C=C1,317.52,C21H35NO,NCGC00167524-03,NCATS,3,"NCGC00167524-02,NCGC00167524-03,NCGC00167524-02",2387
4847,CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C,250.34,C14H22N2O2,NCGC00167531-03,NCATS,1,NCGC00167531-03,2388
11073,CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)N(C)C,250.34,C14H22N2O2,NCGC00167531-03,NCATS,1,NCGC00167531-03,2388
4854,Cc1cnc2ccccc12,130.17,C9H8N,NCGC00167540-03,NCATS,1,NCGC00167540-03,2389
11083,Cc1cnc2ccccc12,130.17,C9H8N,NCGC00167540-03,NCATS,1,NCGC00167540-03,2389
4855,CO\\N=C(\\C(=O)N[C@H]1[C@H]2SCC(CSC(=O)C3=CC=CO3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,523.55,C19H17N5O7S3,NCGC00167543-04,NCATS,3,"NCGC00167543-08,NCGC00167978-02,NCGC00167978-02",2390
4856,CO\\N=C(\\C(=O)N[C@H]1[C@H]2SCC(CSC(=O)C3=CC=CO3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,523.55,C19H17N5O7S3,NCGC00167543-08,NCATS,3,"NCGC00167543-04,NCGC00167978-02,NCGC00167978-02",2390
4886,CO\\N=C(\\C(=O)N[C@H]1[C@H]2SCC(CSC(=O)C3=CC=CO3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,523.55,C19H17N5O7S3,NCGC00167978-02,NCATS,3,"NCGC00167543-04,NCGC00167543-08,NCGC00167978-02",2390
11121,CO\\N=C(\\C(=O)N[C@H]1[C@H]2SCC(CSC(=O)C3=CC=CO3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,523.55,C19H17N5O7S3,NCGC00167978-02,NCATS,3,"NCGC00167543-04,NCGC00167543-08,NCGC00167978-02",2390
4860,Nc1ccncc1N,109.13,C5H7N3,NCGC00167560-02,NCATS,1,NCGC00167560-02,2391
11086,Nc1ccncc1N,109.13,C5H7N3,NCGC00167560-02,NCATS,1,NCGC00167560-02,2391
4862,[Na+].CN1C(CC2=C\\C(=N/NC(N)=O)C(=O)C=C12)S([O-])(=O)=O,322.27,C10H11N4NaO5S,NCGC00167565-01,NCATS,1,NCGC00167565-01,2392
11088,[Na+].CN1C(CC2=C\\C(=N/NC(N)=O)C(=O)C=C12)S([O-])(=O)=O,322.27,C10H11N4NaO5S,NCGC00167565-01,NCATS,1,NCGC00167565-01,2392
4863,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c(nc5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)COc1ccc(OC)cc1,577.65,C32H37N2O8,NCGC00167569-01,NCATS,1,NCGC00167569-01,2393
11089,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c(nc5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)COc1ccc(OC)cc1,577.65,C32H37N2O8,NCGC00167569-01,NCATS,1,NCGC00167569-01,2393
4867,OC(=O)Cn1c(cc2ccccc12)C(=O)Nc1nc(cs1)-c1ccccc1Cl,411.86,C20H14ClN3O3S,NCGC00167729-03,NCATS,1,NCGC00167729-03,2394
11092,OC(=O)Cn1c(cc2ccccc12)C(=O)Nc1nc(cs1)-c1ccccc1Cl,411.86,C20H14ClN3O3S,NCGC00167729-03,NCATS,1,NCGC00167729-03,2394
4870,COC1=CC(OC)=C(Cl)C=C1NC(=O)NC1=NOC(C)=C1,311.72,C13H14ClN3O4,NCGC00167746-01,NCATS,1,NCGC00167746-01,2395
11097,COC1=CC(OC)=C(Cl)C=C1NC(=O)NC1=NOC(C)=C1,311.72,C13H14ClN3O4,NCGC00167746-01,NCATS,1,NCGC00167746-01,2395
4871,COC1=CC(C(C)C)=C2C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)[S+]([O-])(=O)C2=C1,556.63,C27H32N4O7S,NCGC00167751-03,NCATS,1,NCGC00167751-03,2396
11098,COC1=CC(C(C)C)=C2C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)[S+]([O-])(=O)C2=C1,556.63,C27H32N4O7S,NCGC00167751-03,NCATS,1,NCGC00167751-03,2396
4872,FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)c1,414.34,C21H13F3N2O4,NCGC00167754-02,NCATS,1,NCGC00167754-02,2397
11099,FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)c1,414.34,C21H13F3N2O4,NCGC00167754-02,NCATS,1,NCGC00167754-02,2397
4874,Cl.NCCc1cc(O)c(O)cc1O,205.64,C8H12ClNO3,NCGC00167769-04,NCATS,1,NCGC00167769-04,2398
11101,Cl.NCCc1cc(O)c(O)cc1O,205.64,C8H12ClNO3,NCGC00167769-04,NCATS,1,NCGC00167769-04,2398
4875,Cl.Cl.NC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,460.82,C21H28Cl3N3O2,NCGC00167781-06,NCATS,1,NCGC00167781-06,2399
11103,Cl.Cl.NC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,460.82,C21H28Cl3N3O2,NCGC00167781-06,NCATS,1,NCGC00167781-06,2399
4877,O=C(NCCCCN1CCOCC1)C1=CC2=CC=CC=C2O1,302.37,C17H22N2O3,NCGC00167801-01,NCATS,1,NCGC00167801-01,2400
11107,O=C(NCCCCN1CCOCC1)C1=CC2=CC=CC=C2O1,302.37,C17H22N2O3,NCGC00167801-01,NCATS,1,NCGC00167801-01,2400
4879,CC(=O)OCCN1C(=O)C2=C(C)N=C3C=CC(=CC3=C2C1=O)[S+]([O-])(=O)N1CCOCC1,447.46,C20H21N3O7S,NCGC00167805-02,NCATS,1,NCGC00167805-02,2401
11109,CC(=O)OCCN1C(=O)C2=C(C)N=C3C=CC(=CC3=C2C1=O)[S+]([O-])(=O)N1CCOCC1,447.46,C20H21N3O7S,NCGC00167805-02,NCATS,1,NCGC00167805-02,2401
4880,OC(=O)CCC1=CC=C(NCC2=CC=CC(OC3=CC=CC=C3)=C2)C=C1,347.41,C22H21NO3,NCGC00167811-03,NCATS,1,NCGC00167811-03,2402
11111,OC(=O)CCC1=CC=C(NCC2=CC=CC(OC3=CC=CC=C3)=C2)C=C1,347.41,C22H21NO3,NCGC00167811-03,NCATS,1,NCGC00167811-03,2402
4881,OC(=O)C(Cl)Cl,128.94,C2H2Cl2O2,NCGC00167845-02,NCATS,1,NCGC00167845-02,2403
11115,OC(=O)C(Cl)Cl,128.94,C2H2Cl2O2,NCGC00167845-02,NCATS,1,NCGC00167845-02,2403
4883,C[N+]1(C)[C@H]2CC(C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,392.51,C19H22NO4S2,NCGC00167971-03,NCATS,2,"NCGC00167971-03,NCGC00167971-03",2404
4884,C[N+]1(C)[C@H]2CC(C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,392.51,C19H22NO4S2,NCGC00167971-03,NCATS,2,"NCGC00167971-03,NCGC00167971-03",2404
11119,C[N+]1(C)[C@H]2CC(C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,392.51,C19H22NO4S2,NCGC00167971-03,NCATS,2,"NCGC00167971-03,NCGC00167971-03",2404
4888,COC1=CC2=C(CC3C4CCCC[C@@]24CCN3C)C=C1,271.4,C18H25NO,NCGC00168041-01,NCATS,1,NCGC00168041-01,2405
11124,COC1=CC2=C(CC3C4CCCC[C@@]24CCN3C)C=C1,271.4,C18H25NO,NCGC00168041-01,NCATS,1,NCGC00168041-01,2405
4890,Cl.Cc1ncc2CN=C(c3ccccc3F)c3cc(Cl)ccc3-n12,362.23,C18H14Cl2FN3,NCGC00168254-02,NCATS,1,NCGC00168254-02,2406
11127,Cl.Cc1ncc2CN=C(c3ccccc3F)c3cc(Cl)ccc3-n12,362.23,C18H14Cl2FN3,NCGC00168254-02,NCATS,1,NCGC00168254-02,2406
4891,Cl.C[C@H](N)C(=O)c1ccccc1,185.65,C9H12ClNO,NCGC00168262-02,NCATS,1,NCGC00168262-02,2407
11128,Cl.C[C@H](N)C(=O)c1ccccc1,185.65,C9H12ClNO,NCGC00168262-02,NCATS,1,NCGC00168262-02,2407
4892,Cl.CNC(C)Cc1ccc2OCOc2c1,229.7,C11H16ClNO2,NCGC00168266-02,NCATS,1,NCGC00168266-02,2408
11130,Cl.CNC(C)Cc1ccc2OCOc2c1,229.7,C11H16ClNO2,NCGC00168266-02,NCATS,1,NCGC00168266-02,2408
4893,Cl.COc1ccc(OC)c(CC(C)N)c1,231.72,C11H18ClNO2,NCGC00168269-02,NCATS,1,NCGC00168269-02,2409
11132,Cl.COc1ccc(OC)c(CC(C)N)c1,231.72,C11H18ClNO2,NCGC00168269-02,NCATS,1,NCGC00168269-02,2409
4894,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02",2410
4895,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02",2410
11133,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02",2410
11134,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02",2410
11135,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02",2410
11136,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,317.82,C17H20ClN3O,NCGC00168342-02,NCATS,5,"NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02,NCGC00168342-02",2410
4896,CC(C)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,236.28,C11H16N4O2,NCGC00168348-03,NCATS,1,NCGC00168348-03,2411
11137,CC(C)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,236.28,C11H16N4O2,NCGC00168348-03,NCATS,1,NCGC00168348-03,2411
4897,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,331.41,C19H25NO4,NCGC00168352-02,NCATS,1,NCGC00168352-02,2412
11138,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,331.41,C19H25NO4,NCGC00168352-02,NCATS,1,NCGC00168352-02,2412
17406,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)C1=CC=C(N)C=C1,547.67,C27H37N3O7S,Darunavir,Manual_curated,2,"NCGC00168773-01,NCGC00168773-01",2413
4898,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,547.67,C27H37N3O7S,NCGC00168773-01,NCATS,2,"NCGC00168773-01,Darunavir",2413
11143,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,547.67,C27H37N3O7S,NCGC00168773-01,NCATS,2,"NCGC00168773-01,Darunavir",2413
4903,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,407.64,C17H9Cl3N4O2,NCGC00168785-02,NCATS,1,NCGC00168785-02,2414
11150,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,407.64,C17H9Cl3N4O2,NCGC00168785-02,NCATS,1,NCGC00168785-02,2414
4920,CC(=C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12,426.73,C30H50O,NCGC00168853-03,NCATS,1,NCGC00168853-03,2415
11151,CC(=C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12,426.73,C30H50O,NCGC00168853-03,NCATS,1,NCGC00168853-03,2415
5084,C1OC2=C(O1)C=C(C=C2)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2C1=CC2=C(OCO2)C=C1,354.36,C20H18O6,NCGC00169864-03,NCATS,1,NCGC00169864-03,2416
11153,C1OC2=C(O1)C=C(C=C2)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2C1=CC2=C(OCO2)C=C1,354.36,C20H18O6,NCGC00169864-03,NCATS,1,NCGC00169864-03,2416
5108,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,410.51,C22H34O7,NCGC00177971-03,NCATS,1,NCGC00177971-03,2417
11160,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,410.51,C22H34O7,NCGC00177971-03,NCATS,1,NCGC00177971-03,2417
5109,CS(O)(=O)=O.CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CCN(C)CC1,429.46,C18H24FN3O6S,NCGC00177986-02,NCATS,1,NCGC00177986-02,2418
11163,CS(O)(=O)=O.CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CCN(C)CC1,429.46,C18H24FN3O6S,NCGC00177986-02,NCATS,1,NCGC00177986-02,2418
5110,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N1CCN(C)CC1)C(F)=C2,333.36,C17H20FN3O3,NCGC00177986-04,NCATS,1,NCGC00177986-04,2419
11164,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N1CCN(C)CC1)C(F)=C2,333.36,C17H20FN3O3,NCGC00177986-04,NCATS,1,NCGC00177986-04,2419
5114,Cl.CC(N)CCCC(C)(C)O,181.7,C8H20ClNO,NCGC00178043-05,NCATS,1,NCGC00178043-05,2420
11168,Cl.CC(N)CCCC(C)(C)O,181.7,C8H20ClNO,NCGC00178043-05,NCATS,1,NCGC00178043-05,2420
5127,OS(O)(=O)=O.CCCCCC(C)N.CCCCCC(C)N,328.51,C14H36N2O4S,NCGC00178382-03,NCATS,1,NCGC00178382-03,2421
11189,OS(O)(=O)=O.CCCCCC(C)N.CCCCCC(C)N,328.51,C14H36N2O4S,NCGC00178382-03,NCATS,1,NCGC00178382-03,2421
5130,O.O[C@H]1CC[C@H]2CN3CCc4c(nc5ccccc45)[C@@H]3C[C@@H]2[C@H]1C(O)=O,357.43,C20H25N2O4,NCGC00178432-05,NCATS,1,NCGC00178432-05,2422
11193,O.O[C@H]1CC[C@H]2CN3CCc4c(nc5ccccc45)[C@@H]3C[C@@H]2[C@H]1C(O)=O,357.43,C20H25N2O4,NCGC00178432-05,NCATS,1,NCGC00178432-05,2422
17633,CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1,376.14,C14H20Br2N2,Bromhexine,Manual_curated,2,"NCGC00178520-05,NCGC00178520-05",2423
5136,CN(CC1=C(N)C(Br)=CC(Br)=C1)C1CCCCC1,376.14,C14H20Br2N2,NCGC00178520-05,NCATS,2,"NCGC00178520-05,Bromhexine",2423
11198,CN(CC1=C(N)C(Br)=CC(Br)=C1)C1CCCCC1,376.14,C14H20Br2N2,NCGC00178520-05,NCATS,2,"NCGC00178520-05,Bromhexine",2423
5137,ClCCN(CCCl)CCCl,204.52,C6H12Cl3N,NCGC00178521-03,NCATS,1,NCGC00178521-03,2424
11199,ClCCN(CCCl)CCCl,204.52,C6H12Cl3N,NCGC00178521-03,NCATS,1,NCGC00178521-03,2424
5138,OC(=O)C(O)=O.CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,414.43,C22H23FN2O5,NCGC00178555-02,NCATS,1,NCGC00178555-02,2425
11201,OC(=O)C(O)=O.CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,414.43,C22H23FN2O5,NCGC00178555-02,NCATS,1,NCGC00178555-02,2425
5153,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,581.59,C18H39N5O14S,NCGC00178790-03,NCATS,1,NCGC00178790-03,2426
11218,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,581.59,C18H39N5O14S,NCGC00178790-03,NCATS,1,NCGC00178790-03,2426
5154,[Na+].CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3C([O-])=C(NC(=O)c4ccc(O)c(CC=C(C)C)c4)C(=O)Oc3c2C)OC1(C)C,634.61,C31H35N2NaO11,NCGC00178810-03,NCATS,1,NCGC00178810-03,2427
11219,[Na+].CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3C([O-])=C(NC(=O)c4ccc(O)c(CC=C(C)C)c4)C(=O)Oc3c2C)OC1(C)C,634.61,C31H35N2NaO11,NCGC00178810-03,NCATS,1,NCGC00178810-03,2427
5155,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]23C)O[C@]11CC[C@@H](C)CO1,430.63,C27H42O4,NCGC00178811-03,NCATS,1,NCGC00178811-03,2428
11220,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]23C)O[C@]11CC[C@@H](C)CO1,430.63,C27H42O4,NCGC00178811-03,NCATS,1,NCGC00178811-03,2428
5159,[Na+].Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C([O-])=O)-c1ccccc1Cl,457.86,C19H17ClN3NaO5S,NCGC00178840-05,NCATS,1,NCGC00178840-05,2429
11224,[Na+].Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C([O-])=O)-c1ccccc1Cl,457.86,C19H17ClN3NaO5S,NCGC00178840-05,NCATS,1,NCGC00178840-05,2429
5160,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C(=NO1)C1=C(Cl)C=CC=C1,434.87,C19H17ClN3O5S,NCGC00178840-06,NCATS,3,"NCGC00178840-11,NCGC00178840-12,NCGC00178840-06",2430
